id_hh,전력소비량,주택면적,(더미)주택종류,(더미)준공연도,외벽수,거주층수,방수,(더미)전월년 동월 전기요금 확인,가구원수,(더미)월평균소득,도시여부
HH13110253,3364,125.4,3,4,2,9,4,2,5,3,1
HH14110055,4189,158.4,2,3,5,1,3,,4,2,1
HH13110254,5313,264,1,2,6,2,5,2,5,3,1
HH14110057,3333,62.7,1,3,5,1,3,1,1,2,1
HH17110001,3395,132,1,6,4,1,3,1,3,3,1
HH18110236,4340,99,2,5,4,3,3,,3,2,1
HH18110122,3808,112.2,1,3,5,1,3,2,4,4,1
HH18110119,2429,99,1,3,4,1,3,2,2,2,1
HH13110255,3394,99,2,4,5,2,2,2,4,4,1
HH11110023,3907,122.1,1,2,6,1,4,1,5,1,1
HH13110257,3310,102.3,1,2,5,1,2,1,2,1,1
HH18110114,5833,112.2,3,5,3,19,3,3,4,4,1
HH13110233,6172,112.2,3,4,4,1,3,1,6,3,1
HH11110021,4663,125.4,1,2,5,1,4,,4,3,1
HH11110022,3568,85.8,1,3,5,1,3,,2,1,1
HH13110234,3439,82.5,3,4,3,17,3,1,4,2,1
HH17110004,1640,66,2,4,4,3,2,1,2,4,1
HH18110063,3743,99,2,4,3,3,3,1,4,4,1
HH18110005,4681,99,1,4,5,1,3,1,4,3,1
HH18110008,2747,82.5,1,4,4,1,3,3,2,2,1
HH18110015,2987,89.1,1,4,4,1,3,,2,1,1
HH18110208,2877,59.4,2,6,3,2,3,2,2,2,1
HH18110040,3670,69.3,1,4,5,2,3,,4,3,1
HH18110045,3394,99,1,5,5,1,3,1,4,3,1
HH18110200,3209,82.5,2,5,5,4,3,,4,3,1
HH18110052,3003,66,1,5,4,2,2,,5,3,1
HH18110036,1649,66,2,5,4,0,2,1,4,3,1
HH18110056,2980,49.5,1,4,4,2,3,1,3,2,1
HH18110081,3603,66,1,4,4,2,2,1,3,2,1
HH18110202,2048,79.2,3,5,2,4,2,1,2,3,1
HH18110124,3186,105.6,1,4,5,1,3,1,3,4,1
HH18110201,2412,42.9,2,4,4,3,2,1,3,3,1
HH18110018,4814,82.5,3,6,3,1,3,1,5,3,1
HH18110118,3221,82.5,2,4,4,0,3,2,4,4,1
HH18110120,3361,132,1,5,5,2,4,,4,3,1
HH18110121,3136,132,2,3,4,5,3,1,4,4,1
HH18110126,3469,69.3,2,4,5,0,2,1,4,3,1
HH18110128,3003,66,2,5,3,4,2,1,4,4,1
HH18110130,2722,122.1,2,3,3,2,3,2,4,3,1
HH18110003,4523,92.4,1,2,6,1,4,1,2,3,1
HH18110006,3275,46.2,1,4,5,2,2,2,4,2,1
HH18110009,3297,59.4,1,4,5,2,3,1,6,2,1
HH18110012,2257,52.8,1,2,4,1,2,2,4,3,1
HH18110023,1967,132,1,3,4,0,2,4,2,2,1
HH18110026,4775,92.4,2,4,4,3,4,3,4,3,1
HH18110030,4323,105.6,2,6,3,4,3,1,3,2,1
HH18110034,3320,75.9,3,6,5,6,3,2,3,3,1
HH18110039,3770,99,2,3,5,3,3,1,4,3,1
HH18110116,3267,108.9,2,5,4,3,3,1,4,3,1
HH13110105,3242,95.7,3,6,3,14,3,,5,3,1
HH13110107,3213,49.5,3,5,4,25,2,,4,4,1
HH13110108,1939,108.9,3,4,3,3,3,3,4,2,1
HH13110110,4040,82.5,3,5,2,10,3,1,4,3,1
HH13110118,4068,108.9,3,5,3,14,3,1,4,3,1
HH17110013,3966,105.6,3,6,2,6,3,2,4,2,1
HH17110014,3394,99,2,5,3,4,3,1,2,3,1
HH17110015,4866,108.9,3,5,3,1,3,1,6,3,1
HH17110018,3669,62.7,2,3,4,3,3,2,4,2,1
HH17110020,3991,138.6,3,5,3,11,4,1,4,4,1
HH17110023,4970,112.2,3,5,3,12,3,1,3,3,1
HH17110025,3630,138.6,3,4,2,10,4,1,1,1,1
HH18110168,3699,108.9,3,5,3,6,3,2,4,4,1
HH18110172,3387,39.6,1,5,4,1,1,1,2,2,1
HH18110174,3003,66,3,6,3,7,2,1,1,1,1
HH18110175,4491,75.9,3,5,2,8,3,1,2,1,1
HH18110176,4982,145.2,3,5,3,7,4,1,2,4,1
HH18110055,4304,115.5,3,4,2,16,3,1,4,4,1
HH18110060,3395,132,3,5,2,13,4,4,4,3,1
HH18110062,3695,102.3,3,5,3,5,3,,2,1,1
HH18110067,2428,135.3,3,5,3,8,4,1,5,4,1
HH18110068,3745,112.2,3,5,3,15,3,1,4,3,1
HH18110070,1691,79.2,2,6,4,4,3,1,1,2,1
HH18110074,3680,89.1,2,4,3,2,3,1,2,2,1
HH13110261,2333,72.6,2,5,4,2,3,,5,4,1
HH12110028,3350,56.1,2,5,5,2,2,,3,2,1
HH13110264,4067,108.9,3,6,3,15,3,,3,4,1
HH17110028,3507,95.7,2,3,5,3,3,,3,2,1
HH17110030,3577,82.5,1,3,4,2,3,1,1,1,1
HH17110031,2466,49.5,1,4,5,1,2,,1,1,1
HH18110237,3583,112.2,3,5,3,8,3,3,3,3,1
HH18110076,6109,66,2,5,4,3,3,1,4,2,1
HH18110238,2331,105.6,3,4,4,1,3,,5,3,1
HH18110082,5361,49.5,2,6,4,2,2,1,5,2,1
HH13110179,1886,52.8,1,5,5,2,2,2,4,1,1
HH13110180,2790,69.3,1,5,4,2,2,1,4,3,1
HH12110015,3896,75.9,1,1,4,1,3,2,4,2,1
HH14110034,1449,59.4,3,3,5,7,2,2,1,1,1
HH13110194,5117,99,3,5,2,5,3,2,4,3,1
HH14110038,3879,52.8,1,1,6,1,2,2,2,1,1
HH13110199,3027,108.9,3,5,3,4,3,4,4,4,1
HH13110200,1861,102.3,3,5,2,11,3,3,4,3,1
HH17110033,3280,99,1,5,5,4,3,1,2,3,1
HH13110190,3976,141.9,3,5,3,3,4,1,4,3,1
HH18110041,4195,85.8,1,4,5,2,3,2,3,2,1
HH18110203,3243,79.2,1,4,4,1,3,,3,3,1
HH18110046,2840,79.2,2,3,3,2,2,2,4,3,1
HH18110050,3946,99,1,4,5,3,3,2,3,2,1
HH18110053,5157,66,1,3,6,1,3,2,4,3,1
HH18110049,3895,79.2,3,4,2,7,3,2,4,3,1
HH18110205,4130,105.6,3,4,4,1,3,,3,2,1
HH18110206,4588,115.5,2,5,5,4,3,1,3,4,1
HH18110207,3181,79.2,1,5,5,1,3,,2,2,1
HH18110209,5242,79.2,1,5,6,1,3,2,3,2,1
HH18110210,2612,66,1,4,5,1,2,2,3,2,1
HH18110211,3838,92.4,1,4,4,2,3,2,3,3,1
HH18110087,3541,82.5,1,5,4,1,2,2,2,2,1
HH18110094,4150,79.2,2,4,3,2,3,2,4,3,1
HH18110096,3854,108.9,1,5,5,2,3,2,4,4,1
HH18110204,3671,92.4,3,4,3,6,3,3,3,3,1
HH18110090,3716,82.5,1,4,4,1,2,2,4,2,1
HH18110085,3181,79.2,1,5,4,2,3,1,3,3,1
HH18110083,3915,92.4,2,4,4,2,3,1,4,3,1
HH18110088,3915,56.1,2,4,3,2,3,1,4,3,1
HH18110079,5359,99,3,5,2,5,3,1,4,3,1
HH18110091,1775,42.9,2,3,3,2,2,2,2,2,1
HH14110023,4818,59.4,3,4,2,13,2,3,4,3,1
HH14110024,4717,59.4,3,4,3,15,2,1,3,2,1
HH17110040,3209,82.5,3,3,3,14,2,3,2,3,1
HH18110066,3209,82.5,3,5,2,7,3,1,4,1,1
HH18110164,2404,59.4,3,4,2,7,1,2,4,2,1
HH18110166,3583,112.2,3,5,3,16,3,1,4,3,1
HH18110029,2680,171.6,2,5,4,4,3,3,4,2,1
HH18110092,2481,108.9,3,5,3,21,3,1,4,3,1
HH18110093,3028,69.3,3,4,2,13,2,1,4,2,1
HH18110095,3452,49.5,3,4,2,13,1,2,3,2,1
HH18110073,516,36.3,3,4,3,12,1,2,1,1,1
HH13110084,3163,82.5,1,5,3,3,3,,4,3,1
HH13110090,3166,69.3,3,4,3,2,2,3,5,3,1
HH17110046,444,26.4,1,3,6,1,1,,1,1,1
HH17110048,2526,72.6,1,1,6,1,2,2,3,2,1
HH17110050,1890,33,1,1,6,1,1,,1,1,1
HH17110051,3394,99,2,4,3,1,2,2,5,1,1
HH17110053,3258,66,1,5,6,1,3,3,1,2,1
HH17110054,2024,33,1,1,6,1,1,,1,1,1
HH17110056,2617,49.5,1,1,6,1,2,,2,1,1
HH17110057,3428,39.6,1,1,6,1,2,,1,1,1
HH18110151,3209,82.5,3,4,3,15,3,3,4,3,1
HH18110153,3217,79.2,3,4,3,11,2,3,4,4,1
HH18110154,3250,79.2,3,4,2,5,2,,4,2,1
HH18110155,3216,59.4,3,4,3,9,2,,4,2,1
HH18110159,3377,59.4,3,4,3,12,2,2,4,2,1
HH18110021,3697,82.5,3,4,3,1,3,,4,3,1
HH18110025,3044,66,2,4,2,3,2,1,5,2,1
HH18110028,2316,59.4,2,5,3,1,3,1,4,2,1
HH18110032,2558,52.8,2,3,3,3,2,2,3,3,1
HH18110038,3909,49.5,1,1,6,1,3,2,4,1,1
HH18110042,2420,33,1,1,6,1,1,2,1,1,1
HH18110048,2295,29.7,1,1,6,1,1,,1,1,1
HH18110051,4377,66,2,3,2,2,2,1,2,3,1
HH18110054,3003,66,2,4,2,3,2,1,4,2,1
HH18110059,1892,42.9,1,5,3,1,2,2,2,1,1
HH18110163,1479,82.5,3,4,3,3,2,1,4,3,1
HH18110098,3519,79.2,3,4,2,7,2,,4,3,1
HH18110099,2294,59.4,2,4,5,4,2,2,3,3,1
HH18110101,3591,79.2,3,4,2,7,2,2,4,3,1
HH18110016,2301,49.5,3,4,3,14,2,1,4,2,1
HH18110158,3209,82.5,3,4,2,5,2,1,4,2,1
HH18110103,2882,59.4,2,4,3,1,2,3,4,4,1
HH18110105,3394,99,2,4,2,2,2,2,4,4,1
HH18110107,651,59.4,2,4,3,1,3,1,5,2,1
HH18110109,2744,82.5,3,5,2,8,3,1,3,2,1
HH18110112,2412,42.9,3,5,2,3,2,3,3,3,1
HH18110235,4053,108.9,3,4,4,1,3,2,5,3,1
HH18110117,1977,66,2,6,3,4,3,1,4,2,1
HH13110239,3162,132,3,6,3,10,3,,4,3,1
HH14110047,4259,118.8,1,4,5,2,3,1,4,2,1
HH13110240,3684,99,2,6,4,5,3,1,4,3,1
HH13110241,3378,79.2,3,6,3,3,3,1,5,4,1
HH13110242,2440,59.4,1,3,6,1,3,3,4,4,1
HH13110244,5476,145.2,3,6,3,3,3,1,5,3,1
HH14110049,3877,99,2,5,5,1,3,1,4,2,1
HH13110252,2960,108.9,3,5,3,2,3,1,4,4,1
HH18110104,4279,151.8,1,4,6,1,3,,2,3,1
HH18110227,4813,132,2,5,3,2,3,2,4,2,1
HH18110228,1643,92.4,1,3,5,2,2,2,2,1,1
HH18110108,3470,79.2,2,4,5,4,2,,2,2,1
HH18110229,4282,161.7,2,6,3,3,3,2,2,2,1
HH18110111,4801,145.2,3,6,3,6,4,,5,3,1
HH18110230,2978,99,3,2,3,4,3,2,2,2,1
HH18110231,2661,99,1,6,5,3,3,,2,3,1
HH18110232,4111,82.5,1,3,6,1,3,,3,2,1
HH18110233,1543,85.8,3,3,2,11,2,,2,2,1
HH18110234,3435,102.3,3,4,2,4,3,,2,2,1
HH18110123,3042,59.4,2,5,4,4,2,,3,2,1
HH18110125,3511,108.9,3,5,3,4,3,1,2,4,1
HH18110193,3751,82.5,1,3,6,1,3,,2,2,1
HH14110030,3789,79.2,2,5,3,3,3,,4,3,1
HH13110144,2327,161.7,3,5,3,17,4,2,3,3,1
HH13110145,3680,66,1,3,6,1,3,,5,3,1
HH13110150,2615,108.9,3,6,3,3,3,2,4,2,1
HH18110194,3615,141.9,3,5,3,8,4,,2,2,1
HH18110080,3563,105.6,1,4,6,1,3,,2,2,1
HH13110139,5020,158.4,3,4,2,15,4,2,4,3,1
HH13110140,3566,72.6,3,5,2,8,2,1,2,1,1
HH17110062,2854,82.5,3,5,3,3,2,,3,2,1
HH17110063,3583,112.2,3,6,2,3,3,1,4,3,1
HH17110065,4788,108.9,3,6,3,35,3,2,2,3,1
HH18110191,4065,105.6,3,5,3,7,3,2,4,4,1
HH18110043,3962,79.2,2,5,3,2,3,1,4,3,1
HH18110127,4700,112.2,3,6,2,11,3,3,3,3,1
HH18110129,4617,105.6,3,5,3,3,3,3,4,4,1
HH18110221,3646,141.9,3,4,2,17,4,1,4,4,1
HH18110133,1519,49.5,1,4,5,3,2,2,3,1,1
HH13110214,3606,115.5,3,5,3,5,3,,4,3,1
HH13110216,2231,85.8,3,3,2,6,2,3,4,4,1
HH13110217,4176,108.9,3,5,3,8,3,2,3,4,1
HH13110219,3299,56.1,2,5,3,3,2,2,4,3,1
HH13110222,2729,66,3,5,3,9,2,3,3,3,1
HH15110009,2182,66,3,3,3,1,2,1,4,3,1
HH17110067,4116,112.2,3,3,2,3,3,3,4,4,1
HH13110220,2915,66,3,4,2,4,2,2,4,2,1
HH17110068,3826,89.1,3,3,2,12,3,3,5,3,1
HH17110069,3306,82.5,3,5,2,8,2,2,5,3,1
HH13110065,2739,99,3,6,2,11,3,1,4,2,1
HH18110097,5549,69.3,3,4,2,9,2,3,4,4,1
HH18110222,3290,138.6,3,5,2,3,4,3,4,2,1
HH18110014,3071,89.1,3,4,2,4,3,3,4,3,1
HH18110033,3792,99,1,5,4,2,3,2,4,4,1
HH18110140,2989,82.5,3,5,2,4,3,2,3,2,1
HH18110135,3142,89.1,3,3,3,5,3,4,3,4,1
HH18110192,3125,82.5,3,3,3,1,2,2,4,4,1
HH18110086,4241,79.2,2,5,4,4,3,2,4,2,1
HH13110038,1747,82.5,1,4,6,1,3,2,2,2,1
HH15110003,4007,132,2,5,4,4,3,2,4,2,1
HH13110039,3826,112.2,2,5,3,4,3,2,4,2,1
HH17110070,1490,82.5,3,6,3,5,3,2,2,3,1
HH17110071,2855,79.2,3,4,2,8,3,2,4,4,1
HH17110072,3332,82.5,2,3,3,1,2,2,4,4,1
HH13110138,4954,165,3,6,3,12,4,,4,3,1
HH17110074,3463,99,1,3,6,1,3,3,4,3,1
HH17110075,3738,115.5,3,6,2,5,3,,3,2,1
HH17110076,4562,105.6,3,4,2,6,3,2,2,1,1
HH18110089,5663,69.3,3,4,3,9,2,3,4,3,1
HH18110084,4211,105.6,3,5,2,3,3,1,4,4,1
HH15110005,5565,112.2,3,5,3,4,3,1,4,4,1
HH13110073,2625,79.2,3,6,3,4,3,1,3,3,1
HH17110077,2911,151.8,1,2,5,2,2,,2,2,1
HH18110019,2431,72.6,2,5,3,3,3,3,4,2,1
HH18110131,2915,82.5,2,4,3,3,3,2,4,3,1
HH18110017,3209,82.5,1,4,5,3,3,3,2,2,1
HH18110132,3229,75.9,3,5,2,13,3,2,4,3,1
HH18110134,4950,105.6,3,5,3,20,3,3,2,3,1
HH18110136,2631,105.6,3,5,2,4,3,1,5,3,1
HH18110010,2694,56.1,1,4,5,3,2,2,4,2,1
HH18110013,3123,59.4,1,4,4,3,2,1,2,2,1
HH18110024,2601,62.7,1,4,4,2,2,2,2,2,1
HH18110137,2911,92.4,1,4,5,3,3,3,4,2,1
HH18110138,2915,75.9,3,5,2,4,2,2,3,4,1
HH18110139,2620,99,3,5,2,18,3,,4,3,1
HH13110078,1862,66,3,3,3,3,2,1,3,2,1
HH13110080,3488,59.4,3,5,3,4,2,1,4,3,1
HH13110081,4991,105.6,3,5,3,2,3,,4,3,1
HH13110077,4121,115.5,1,4,4,3,4,1,2,3,1
HH18110147,4730,82.5,2,6,4,4,3,1,2,3,1
HH18110022,2849,69.3,3,5,3,4,3,1,4,2,1
HH18110141,4660,105.6,3,5,3,4,3,1,5,4,1
HH13110228,2965,125.4,3,5,3,6,3,3,2,2,1
HH13110231,3870,148.5,3,6,3,6,4,1,4,4,1
HH13110232,4221,115.5,3,6,3,42,3,1,4,3,1
HH18110224,3581,108.9,3,5,3,16,3,2,5,3,1
HH18110226,3642,112.2,3,6,2,12,3,1,4,3,1
HH18110223,3776,112.2,3,5,2,3,3,1,3,2,1
HH18110145,3880,112.2,3,5,3,2,3,1,4,3,1
HH18110146,3394,99,1,4,6,1,3,1,3,3,1
HH18110148,3003,66,1,4,4,2,2,1,3,2,1
HH18110142,3445,89.1,1,1,6,1,2,1,2,1,1
HH18110143,3003,66,1,4,4,3,3,1,3,3,1
HH14110025,3039,66,1,3,3,1,3,2,4,2,1
HH14110028,2828,59.4,1,3,5,1,2,3,4,2,1
HH18110144,3340,112.2,3,4,3,3,3,1,4,4,1
HH13110133,4190,108.9,2,4,5,4,3,,4,2,1
HH17110086,3034,39.6,1,4,3,0,2,,3,2,1
HH17110087,3459,148.5,3,4,3,7,4,,5,4,1
HH13110132,2126,49.5,1,3,5,1,2,,3,1,1
HH17110088,3366,92.4,2,4,3,2,3,3,4,3,1
HH17110090,3396,105.6,3,4,3,15,3,,3,4,1
HH17110092,2904,102.3,3,5,3,9,3,3,3,2,1
HH17110093,2230,105.6,3,4,3,11,3,,1,1,1
HH17110094,2576,105.6,3,4,3,8,3,,3,3,1
HH17110095,2999,108.9,2,5,3,13,3,3,4,3,1
HH17110096,4039,66,1,3,5,1,3,,4,2,1
HH18110072,3659,105.6,2,5,4,3,3,4,2,4,1
HH18110178,2946,66,1,4,6,1,3,1,4,2,1
HH18110181,3712,108.9,3,2,3,7,3,1,4,2,1
HH18110188,2819,66,1,2,5,2,3,3,4,3,1
HH18110031,2991,49.5,1,3,5,1,2,3,2,2,1
HH18110035,2721,132,2,5,4,2,3,4,2,4,1
HH18110149,3166,118.8,2,5,5,4,3,1,3,4,1
HH18110150,3369,112.2,1,3,5,2,3,,4,2,1
HH18110184,4045,89.1,1,3,4,2,3,3,4,2,1
HH18110156,4783,112.2,3,4,3,12,3,2,4,4,1
HH18110157,3674,112.2,3,5,3,17,3,,2,3,1
HH18110160,4011,66,1,3,5,1,3,2,3,2,1
HH18110161,3181,99,1,4,6,1,3,1,4,2,1
HH18110240,4086,89.1,1,2,4,1,4,,2,2,1
HH18110241,3080,92.4,3,3,3,11,3,1,4,2,1
HH16110004,3449,105.6,3,5,3,21,3,2,2,3,1
HH13110043,5314,105.6,3,4,3,6,3,2,4,3,1
HH13110047,1755,85.8,3,4,4,8,3,2,4,3,1
HH16110005,2923,105.6,3,5,3,2,3,2,3,4,1
HH15110004,2974,79.2,1,6,2,4,2,2,5,3,1
HH13110049,3395,132,1,5,5,2,3,1,4,4,1
HH13110050,2278,148.5,3,5,3,16,4,2,4,4,1
HH12110002,3954,79.2,1,3,5,1,3,,3,1,1
HH13110042,3587,66,1,4,5,2,3,3,4,2,1
HH17110099,3003,66,2,3,4,2,3,3,3,2,1
HH17110101,3395,132,1,3,5,2,4,2,3,3,1
HH12110001,3080,49.5,2,4,4,1,3,2,1,1,1
HH17110102,3213,75.9,3,4,2,6,2,3,3,3,1
HH18110102,4581,151.8,1,3,2,1,4,1,4,3,1
HH18110106,4981,112.2,3,5,3,5,3,1,4,4,1
HH18110110,5568,112.2,3,5,3,12,3,1,4,3,1
HH18110007,3267,115.5,1,4,3,3,3,2,3,3,1
HH18110113,3361,66,2,4,3,2,2,2,4,3,1
HH18110162,3520,108.9,1,3,5,2,3,2,4,3,1
HH18110165,6256,145.2,3,5,3,16,4,1,4,1,1
HH18110167,1239,59.4,2,6,3,4,2,1,2,2,1
HH13110156,4833,72.6,3,2,3,3,3,1,2,2,1
HH13110161,2481,105.6,3,5,6,2,3,1,3,3,1
HH13110162,3279,82.5,3,3,3,7,2,,4,3,1
HH13110164,4840,141.9,3,5,4,1,3,1,4,4,1
HH13110166,3392,72.6,3,4,3,6,2,,4,3,1
HH13110167,3248,82.5,3,6,3,2,3,1,4,2,1
HH13110155,3588,102.3,3,6,3,3,3,,4,3,1
HH17110105,4391,112.2,1,5,6,1,3,1,4,3,1
HH17110106,3210,112.2,1,3,5,1,3,,2,1,1
HH13110127,3206,82.5,3,6,4,1,3,1,3,3,1
HH17110107,2702,82.5,2,4,3,2,3,1,4,3,1
HH17110108,2539,112.2,3,5,4,13,3,3,2,2,1
HH18110195,2617,49.5,2,4,3,0,2,1,2,2,1
HH18110196,5313,257.4,3,5,3,4,4,1,5,4,1
HH18110197,4403,112.2,3,3,3,13,3,,5,4,1
HH18110198,4958,151.8,3,5,3,7,4,,5,4,1
HH18110199,3786,112.2,3,3,3,11,3,3,4,3,1
HH18110169,5684,188.1,3,3,3,12,5,1,5,4,1
HH18110047,4663,59.4,1,5,3,2,2,3,2,3,1
HH18110115,3676,82.5,2,6,3,3,3,3,4,3,1
HH18110044,4900,52.8,1,5,4,1,2,3,2,3,1
HH13110006,3407,105.6,3,5,5,1,3,,1,2,1
HH13110014,2871,165,2,5,5,4,5,,4,3,1
HH17110112,2324,85.8,3,4,3,11,2,,2,4,1
HH18110002,2835,99,3,5,3,5,3,1,4,3,1
HH18110004,3310,102.3,3,3,2,4,3,3,3,4,1
HH18110011,4640,59.4,2,5,3,2,3,3,4,3,1
HH18110020,3787,158.4,3,4,4,15,4,4,3,4,1
HH18110027,4902,168.3,3,3,3,1,4,3,3,4,1
HH18110037,3877,181.5,3,5,2,4,4,,4,3,1
HH18110001,2558,52.8,1,5,4,2,2,3,4,3,1
HH18110170,4794,132,3,5,4,1,4,3,4,3,1
HH18110171,3860,118.8,3,6,4,15,3,2,4,4,1
HH18110078,3180,72.6,2,5,3,3,3,,3,3,1
HH17110113,3427,49.5,2,5,2,4,3,2,4,4,1
HH17110115,5254,174.9,3,5,3,9,4,3,4,3,1
HH17110116,4014,66,3,4,2,5,3,3,3,3,1
HH17110117,2348,108.9,3,4,2,11,3,3,4,2,1
HH17110118,2523,108.9,3,4,3,4,3,,3,2,1
HH17110119,4042,108.9,3,4,3,2,3,,4,4,1
HH17110120,3097,102.3,3,3,2,4,3,,4,4,1
HH17110121,4907,102.3,3,3,3,4,3,3,5,2,1
HH17110122,3520,108.9,1,5,4,3,3,,2,2,1
HH17110123,1521,102.3,3,3,2,3,3,,3,3,1
HH17110125,3552,112.2,3,4,3,2,3,,5,2,1
HH18110212,3575,49.5,1,3,5,0,2,2,5,2,1
HH18110213,3449,105.6,1,3,4,2,3,,4,2,1
HH18110057,4521,82.5,2,5,3,2,3,2,4,4,1
HH18110064,3754,52.8,2,5,4,4,3,2,2,3,1
HH18110215,6950,118.8,3,4,3,8,3,,3,3,1
HH18110216,4790,108.9,3,5,3,1,3,1,4,4,1
HH18110069,2412,42.9,2,5,4,2,2,2,2,1,1
HH18110100,5217,132,1,4,5,3,3,2,5,4,1
HH18110217,3149,89.1,2,5,3,3,3,,3,2,1
HH18110218,5395,75.9,3,5,4,3,3,,5,3,1
HH18110219,3836,59.4,1,3,5,1,3,1,5,2,1
HH18110220,4767,75.9,3,5,4,1,3,1,4,4,1
HH18110214,5425,59.4,3,5,2,5,3,2,5,2,1
HH18110173,6485,135.3,2,4,5,1,3,2,1,1,1
HH18110177,3395,132,1,3,5,1,3,3,2,2,1
HH18110179,3583,112.2,2,5,3,4,3,2,5,3,1
HH18110180,3535,82.5,3,5,3,6,3,3,4,3,1
HH18110225,3190,105.6,3,5,3,6,3,1,4,3,1
HH16110001,5067,181.5,3,6,3,16,4,,4,4,1
HH13110023,4857,112.2,1,4,5,3,3,,4,4,1
HH13110024,2808,89.1,3,5,3,7,3,1,4,3,1
HH13110027,4087,66,1,3,5,2,2,1,2,3,1
HH17110131,3290,105.6,1,4,5,3,3,3,4,3,1
HH17110134,2764,79.2,2,6,3,2,3,2,4,2,1
HH18110058,2973,92.4,3,3,2,3,2,,4,2,1
HH18110061,2287,69.3,3,3,2,7,2,,4,2,1
HH18110065,3656,92.4,3,3,3,2,2,,2,3,1
HH18110071,3246,105.6,3,5,2,10,3,3,4,4,1
HH18110075,2293,69.3,3,3,3,6,2,,3,2,1
HH18110077,2661,49.5,1,3,3,2,2,,3,2,1
HH18110182,4042,105.6,3,5,3,9,3,,5,4,1
HH18110183,2176,92.4,3,3,3,5,2,,4,2,1
HH18110185,2248,69.3,3,3,4,1,2,,4,2,1
HH18110186,2987,118.8,3,3,2,9,3,1,4,4,1
HH18110187,3835,132,1,6,5,2,3,,4,3,1
HH18110189,2605,66,2,5,3,4,3,3,3,3,1
HH18110190,3136,105.6,1,2,5,1,3,,2,1,1
HH18110239,2894,59.4,2,5,3,3,2,3,3,2,1
HH11210052,4008,82.5,3,4,2,10,3,1,3,3,2
HH13210006,3492,66,1,5,5,1,2,1,4,3,2
HH13210007,4184,66,1,6,4,1,2,1,5,3,2
HH12210005,3479,122.1,1,5,5,2,3,2,3,2,2
HH17210001,22306,165,1,6,4,4,3,1,4,3,2
HH14210008,3829,79.2,3,6,3,9,3,1,3,2,2
HH14210013,2258,39.6,3,4,5,15,2,2,2,1,2
HH13210032,2764,79.2,3,4,4,14,2,2,4,3,2
HH13210033,3250,79.2,3,5,5,1,2,3,3,3,2
HH13210034,3250,79.2,3,4,4,4,2,3,1,1,2
HH13210035,3250,79.2,3,4,4,4,2,3,4,2,2
HH13210036,3374,79.2,3,4,4,8,2,2,5,3,2
HH14210014,3130,72.6,3,5,5,15,2,1,4,2,2
HH11210044,3385,105.6,2,1,5,1,4,,2,2,2
HH11210045,2872,95.7,1,1,5,2,3,2,4,2,2
HH11210046,3064,66,1,2,5,2,2,,2,2,2
HH12210027,3250,79.2,3,3,4,1,2,2,2,1,2
