id_hh,전력소비량,주택면적,(더미)주택종류,(더미)준공연도,외벽수,거주층수,방수,(더미)전월년 동월 전기요금 확인,가구원수,(더미)월평균소득,도시여부
HH12210028,3111,49.5,2,2,6,1,2,3,2,2,2
HH13210037,3449,105.6,3,4,4,13,3,3,5,2,2
HH18210015,2817,62.7,1,3,6,1,1,,1,2,2
HH13210008,4563,122.1,1,4,5,1,2,1,4,3,2
HH12210008,4294,89.1,1,4,5,1,2,1,2,2,2
HH12210009,4066,89.1,2,6,4,2,3,1,1,1,2
HH12210011,4085,138.6,1,5,5,1,4,1,2,2,2
HH13210009,3734,72.6,3,6,4,2,2,1,3,3,2
HH12210013,3918,138.6,1,4,5,1,4,1,2,2,2
HH11210018,3927,89.1,1,6,6,1,3,1,4,3,2
HH13210011,3535,72.6,3,4,4,3,3,2,4,2,2
HH13210012,4820,102.3,3,5,4,6,3,,5,3,2
HH16210003,2296,62.7,1,2,4,2,2,2,2,1,2
HH11210021,3697,99,3,6,4,14,3,2,4,2,2
HH11210022,3161,82.5,1,3,5,2,3,2,4,2,2
HH15210006,3880,89.1,3,5,4,2,3,2,4,3,2
HH13210014,3394,99,3,4,4,3,3,2,4,3,2
HH13210015,3641,82.5,3,4,4,5,3,2,4,3,2
HH14210005,2882,59.4,3,3,2,4,2,3,5,2,2
HH13210018,4026,49.5,1,2,4,2,2,,5,3,2
HH11210024,2829,82.5,1,3,6,1,3,,4,2,2
HH13210020,3334,108.9,3,5,4,3,3,1,4,3,2
HH13210021,3327,66,1,3,6,1,3,2,3,1,2
HH14210007,4370,79.2,2,4,5,1,3,4,4,2,2
HH13210022,1609,79.2,3,6,6,7,2,,3,2,2
HH13210023,3130,72.6,1,4,5,1,3,2,7,2,2
HH12210020,4510,115.5,3,4,4,6,3,1,5,3,2
HH13210025,4578,82.5,2,5,6,2,2,3,4,3,2
HH13210026,3067,92.4,1,4,5,2,2,1,4,3,2
HH16210002,4367,158.4,3,4,2,8,4,1,4,3,2
HH17210002,2995,108.9,3,5,6,13,3,1,2,3,2
HH17210003,3449,105.6,3,4,3,23,3,2,3,4,2
HH13210010,3564,89.1,3,5,4,6,3,2,3,2,2
HH13210029,3410,72.6,3,6,5,4,2,,2,2,2
HH17210004,3269,66,3,3,2,4,3,3,4,2,2
HH17210005,3329,102.3,3,5,4,20,3,,3,2,2
HH17210006,4035,102.3,3,5,4,3,3,,3,3,2
HH17210007,3654,102.3,3,5,4,6,3,3,4,2,2
HH17210008,3287,66,1,4,4,2,2,2,3,2,2
HH17210009,2918,39.6,1,2,6,1,2,,1,1,2
HH12210015,3619,115.5,3,6,4,13,3,2,4,2,2
HH17210010,3556,108.9,3,3,3,14,3,,3,4,2
HH17210012,2911,72.6,2,5,4,17,2,3,2,3,2
HH17210013,4251,79.2,1,6,4,2,2,,4,2,2
HH17210014,3647,92.4,1,6,4,1,3,3,5,2,2
HH17210015,4097,115.5,1,5,6,1,3,4,3,2,2
HH12210007,4119,85.8,3,6,4,18,3,,4,2,2
HH17210016,4348,92.4,1,5,4,2,3,4,1,1,2
HH17210017,2927,112.2,3,5,4,11,3,2,4,2,2
HH14210009,4134,112.2,3,5,4,7,3,,3,3,2
HH11210032,3399,79.2,1,5,5,1,3,,4,2,2
HH14210006,4450,79.2,1,2,4,1,2,,2,1,2
HH17210018,2823,82.5,1,4,4,2,3,3,4,3,2
HH16210004,3525,62.7,1,5,6,1,2,3,3,1,2
HH17210019,3549,82.5,1,4,4,1,2,1,4,2,2
HH17210020,2795,99,1,1,6,1,3,,1,1,2
HH13210017,4057,108.9,3,4,4,9,3,1,5,3,2
HH17210021,2896,59.4,2,4,6,3,3,,4,2,2
HH12210018,2882,59.4,2,5,6,3,3,1,4,1,2
HH13210016,2844,66,3,6,4,13,2,1,2,1,2
HH12210016,3003,66,2,3,2,4,3,,4,2,2
HH17210022,3394,99,2,3,4,2,3,1,5,1,2
HH12210017,4494,59.4,1,4,4,2,2,2,4,3,2
HH17210023,4730,105.6,1,4,5,2,3,4,5,2,2
HH11210017,3827,115.5,3,5,6,4,3,1,4,4,2
HH17210024,3360,148.5,3,5,6,15,4,3,2,3,2
HH17210025,3895,66,1,3,6,1,3,2,5,1,2
HH17210026,3257,112.2,3,5,4,12,3,2,4,2,2
HH17210027,2617,49.5,1,3,4,2,2,,2,1,2
HH18210014,3166,69.3,2,6,4,4,2,2,2,2,2
HH18210001,3531,69.3,2,6,4,4,2,2,2,3,2
HH18210012,4162,122.1,1,4,6,1,3,2,3,4,2
HH18210017,950,112.2,3,6,6,15,3,1,4,3,2
HH18210003,3887,115.5,3,5,4,18,3,,3,3,2
HH18210006,4204,158.4,3,5,6,6,4,1,4,3,2
HH18210010,3320,59.4,1,6,4,2,2,1,3,3,2
HH18210004,3390,66,1,4,4,2,2,2,2,3,2
HH12210006,3623,79.2,3,6,4,12,3,2,3,2,2
HH15210004,3492,115.5,3,5,4,5,3,3,2,4,2
HH17210029,3982,75.9,3,6,6,9,2,3,3,2,2
HH18210009,4321,79.2,3,6,4,5,2,4,3,3,2
HH15210002,3003,66,1,3,4,2,3,1,4,3,2
HH11210010,3577,118.8,3,5,5,10,3,2,4,3,2
HH14210001,3344,82.5,3,4,4,21,3,,2,3,2
HH15210003,4115,66,2,5,6,2,3,,4,3,2
HH12210003,4000,75.9,2,4,6,3,2,,4,2,2
HH13210031,3171,56.1,3,4,4,9,2,2,4,2,2
HH11210009,3662,112.2,2,5,6,3,3,,4,2,2
HH17210030,2587,79.2,2,5,5,1,3,,2,2,2
HH17210031,3170,105.6,1,4,5,2,3,,4,2,2
HH18210016,3479,56.1,1,5,4,1,2,2,2,2,2
HH12210021,4183,112.2,3,4,4,8,3,1,4,2,2
HH15210012,4907,171.6,3,5,4,15,4,,5,2,2
HH11210048,3523,82.5,1,3,5,2,2,,3,2,2
HH11210049,3268,112.2,1,3,6,1,3,,3,1,2
HH11210050,2665,62.7,1,3,5,2,2,,1,1,2
HH11210051,2660,82.5,1,3,5,1,2,,2,2,2
HH11210054,4363,82.5,3,5,6,13,3,,4,3,2
HH13210038,3499,82.5,3,5,3,5,3,3,3,3,2
HH12210032,3291,105.6,3,4,6,10,3,,3,2,2
HH15210013,3140,62.7,3,2,4,2,2,1,2,1,2
HH17210032,3131,62.7,3,2,4,1,2,,3,2,2
HH18210011,3661,158.4,3,4,4,4,5,,2,2,2
HH18210013,3584,125.4,3,4,4,20,4,2,3,3,2
HH18210007,4189,158.4,3,4,6,5,5,,3,3,2
HH18210008,3485,108.9,3,6,6,11,3,3,2,4,2
HH15210010,3593,82.5,3,5,4,11,3,1,1,2,2
HH11210026,3464,135.3,3,5,4,2,4,1,3,3,2
HH11210034,3281,56.1,3,3,3,5,2,,2,2,2
HH11210004,3308,99,3,5,4,3,3,,2,2,2
HH12210001,3649,112.2,3,4,5,1,3,,4,2,2
HH15210001,3300,85.8,3,4,4,14,3,2,5,2,2
HH13210001,4372,69.3,2,4,4,2,3,3,4,2,2
HH11210008,3344,82.5,3,5,4,2,3,2,6,3,2
HH13210003,2686,75.9,2,5,4,2,3,,4,3,2
HH13210004,2654,69.3,2,5,4,4,3,3,4,2,2
HH13210005,4781,132,1,5,5,1,2,2,4,2,2
HH11210007,2531,66,2,4,4,3,3,,4,1,2
HH16210001,2706,151.8,3,5,4,13,3,3,5,2,2
HH17210033,2664,99,2,4,5,3,3,,3,2,2
HH18210002,4671,79.2,2,5,4,4,3,2,4,1,2
HH17210034,2977,82.5,2,6,5,7,2,,3,2,2
HH17210035,3967,125.4,3,6,2,21,3,3,4,2,2
HH14210011,3325,79.2,2,6,4,1,3,,4,3,2
HH17210036,3100,79.2,2,5,4,3,3,,3,2,2
HH18210005,4366,82.5,1,3,4,2,2,3,2,3,2
HH11210035,2258,92.4,1,3,6,1,3,,2,1,2
HH11210036,3780,79.2,2,5,5,1,3,,3,2,2
HH11210038,5412,79.2,2,5,5,4,3,,5,2,2
HH11210039,2380,79.2,2,5,5,2,3,,2,1,2
HH11210040,2868,135.3,1,1,4,2,3,,3,2,2
HH15210011,2897,66,2,3,6,2,3,,2,2,2
HH11210041,2941,92.4,1,3,4,2,2,,2,2,2
HH17210037,3238,82.5,2,6,4,2,3,,4,3,2
HH13210027,3890,92.4,3,3,4,6,3,1,4,3,2
HH13210030,3671,105.6,3,4,6,17,3,1,2,3,2
HH17210038,9207,158.4,3,5,4,5,4,1,4,4,2
HH12210022,4373,158.4,3,5,2,14,4,1,4,3,2
HH13210028,3733,105.6,3,3,3,1,3,1,4,3,2
HH17210039,3717,99,1,4,6,1,4,1,4,2,2
HH17210040,6315,108.9,3,6,6,3,3,,5,3,2
HH14210015,3769,108.9,3,6,4,18,3,,4,3,2
HH18210018,4203,108.9,3,6,6,3,3,2,3,2,2
HH13220047,3217,95.7,3,5,4,7,3,,2,3,2
HH13220049,3250,79.2,2,4,5,1,3,2,4,1,2
HH13220050,3841,59.4,1,1,6,1,2,1,4,2,2
HH17220001,3250,79.2,2,6,4,4,3,1,3,3,2
HH13220024,2960,85.8,3,4,3,5,3,1,4,3,2
HH13220025,3198,95.7,2,3,2,3,3,,6,3,2
HH12220010,3067,92.4,1,3,5,1,3,,2,2,2
HH12220011,3686,115.5,1,3,5,1,4,,4,3,2
HH11220017,3961,165,1,3,5,0,3,,3,3,2
HH13220026,3364,125.4,2,5,5,0,3,,2,3,2
HH12220012,3449,105.6,1,3,4,2,4,1,2,2,2
HH13220027,3003,66,2,3,5,1,2,,2,2,2
HH13220028,3366,108.9,3,4,2,14,3,2,3,4,2
HH13220029,3317,108.9,3,4,2,12,3,,3,3,2
HH13220030,3150,112.2,3,5,4,10,3,3,2,2,2
HH13220045,4789,148.5,3,5,4,6,4,1,2,4,2
HH17220003,3152,99,1,3,5,2,3,2,2,1,2
HH18220009,3230,99,2,3,6,1,2,,2,2,2
HH12220019,1586,56.1,1,2,5,1,2,1,2,2,2
HH11220020,3393,89.1,3,5,2,3,3,1,2,2,2
HH11220021,3445,89.1,3,3,3,3,3,1,4,2,2
HH13220036,3394,99,2,4,5,4,3,,2,3,2
HH11220023,3445,89.1,1,5,3,1,3,1,4,2,2
HH11220024,4048,118.8,1,3,5,2,3,1,4,3,2
HH13220038,3250,79.2,1,3,5,2,3,1,3,3,2
HH13220039,2609,59.4,1,3,4,2,2,1,3,3,2
HH15220004,4333,82.5,1,4,3,1,3,1,4,2,2
HH13220037,2478,66,1,5,5,2,3,1,2,1,2
HH18220004,3023,82.5,1,3,5,2,3,,4,2,2
HH18220013,3526,82.5,1,2,5,1,4,2,3,2,2
HH17220004,2885,141.9,3,5,3,8,4,1,3,3,2
HH11220001,2930,79.2,1,3,3,2,3,3,2,2,2
HH11220002,3067,92.4,1,4,5,2,3,,4,2,2
HH11220003,3445,89.1,1,3,5,1,3,2,2,2,2
HH13220002,2960,85.8,1,3,6,1,2,,2,2,2
HH13220003,3003,66,1,2,6,1,2,,4,3,2
HH13220004,13745,105.6,1,1,5,2,3,,4,4,2
HH11220004,3823,125.4,3,2,3,2,3,,2,3,2
HH12220001,3520,108.9,2,2,3,3,3,,3,3,2
HH13220005,3250,79.2,2,2,5,4,3,,6,3,2
HH11220005,2617,49.5,1,2,6,1,1,,1,1,2
HH11220007,3213,75.9,1,3,3,2,3,2,2,2,2
HH11220008,3213,75.9,1,2,6,1,3,,3,1,2
HH11220009,293,132,1,6,4,2,3,,3,2,2
HH13220007,2960,85.8,1,3,5,2,3,,4,3,2
HH14220001,3209,82.5,2,2,4,2,3,1,6,2,2
HH11220010,3021,85.8,3,4,3,18,3,1,2,3,2
HH14220012,3520,108.9,2,3,4,4,3,,2,3,2
HH14220014,14996,89.1,2,3,4,4,3,2,5,2,2
HH17220014,1871,49.5,2,4,4,1,2,,1,1,2
HH17220015,3613,99,2,4,3,1,3,,3,4,2
HH12220015,2519,52.8,1,4,4,3,3,3,2,2,2
HH15220001,2815,49.5,3,3,2,1,3,3,3,3,2
HH13220031,3562,42.9,3,3,3,5,2,4,1,1,2
HH13220032,3560,49.5,3,3,2,2,3,3,4,3,2
HH12220017,3406,79.2,3,4,2,3,3,4,3,3,2
HH11220019,2083,42.9,1,3,2,1,2,3,2,1,2
HH15220002,3749,141.9,1,1,6,1,3,4,4,3,2
HH14220008,3883,39.6,1,5,5,2,3,4,4,3,2
HH12220018,3021,89.1,1,4,5,2,3,3,2,2,2
HH15220003,6020,82.5,1,1,6,1,2,4,4,2,2
HH13220033,4367,108.9,3,4,3,16,3,,1,3,2
HH13220034,3481,108.9,3,4,2,9,3,4,2,3,2
HH11220018,3596,52.8,3,3,2,1,2,4,2,2,2
HH18220010,4199,75.9,3,4,2,6,3,,4,2,2
HH18220011,3695,79.2,3,4,4,3,2,4,4,3,2
HH18220006,2748,99,1,4,3,1,3,,2,2,2
HH18220002,3322,75.9,3,6,2,4,3,2,3,3,2
HH13220040,3138,59.4,2,5,5,5,2,2,3,3,2
HH13220041,3070,112.2,3,5,2,16,3,1,4,3,2
HH13220042,1559,158.4,3,5,3,14,4,3,2,4,2
HH13220043,3395,132,1,4,5,1,3,,4,3,2
HH16220001,3209,82.5,1,3,5,1,3,3,4,3,2
HH11220025,2155,79.2,1,4,6,1,2,,3,2,2
HH14220013,4434,82.5,2,5,3,1,3,,2,3,2
HH13220046,4130,82.5,2,4,2,2,3,2,4,1,2
HH11220027,2984,115.5,1,2,5,3,3,,4,2,2
HH17220007,4813,62.7,3,3,5,5,2,1,2,3,2
HH13220044,2595,33,2,5,4,1,1,,1,2,2
HH18220015,3915,118.8,1,4,5,1,4,1,2,2,2
HH18220014,3003,66,1,4,5,2,3,2,4,2,2
HH18220001,3861,148.5,1,3,3,2,5,,2,3,2
HH18220012,4597,108.9,3,5,2,11,3,,4,3,2
HH13220009,2504,105.6,3,4,2,1,3,1,4,2,2
HH13220010,3755,105.6,3,4,2,12,3,,4,3,2
HH13220012,2589,105.6,3,4,2,16,3,,5,2,2
HH13220013,3881,105.6,3,4,5,2,3,1,3,3,2
HH13220014,1817,105.6,3,4,2,7,3,,3,2,2
HH13220015,2645,85.8,3,4,4,9,3,2,5,2,2
HH13220016,3673,79.2,3,4,2,6,3,1,1,1,2
HH13220017,1661,79.2,3,4,5,15,3,1,2,3,2
HH11220011,3068,112.2,3,6,4,20,3,3,4,3,2
HH14220002,5394,108.9,3,5,5,20,3,,3,3,2
HH13220018,3394,99,1,3,6,1,4,,4,2,2
HH13220019,5834,155.1,3,5,4,16,4,1,4,3,2
HH12220002,1990,85.8,3,4,6,13,3,1,2,1,2
HH12220003,3540,105.6,3,4,6,11,3,3,3,2,2
HH13220020,3535,105.6,3,4,6,11,3,3,4,3,2
HH13220021,3999,108.9,3,4,6,8,3,3,3,4,2
HH14220003,3283,89.1,1,4,5,1,3,1,3,4,2
HH14220004,4305,79.2,3,3,6,3,3,3,4,2,2
HH13220022,5062,105.6,3,4,6,8,3,3,2,2,2
HH12220004,3686,115.5,1,2,4,1,3,1,2,2,2
HH12220005,2960,42.9,1,3,6,1,2,,1,2,2
HH14220005,3934,112.2,3,5,3,4,3,,4,2,2
HH14220006,3733,165,2,5,5,4,4,2,5,4,2
HH11220013,4827,105.6,3,4,4,11,3,3,3,4,2
HH11220014,2659,108.9,3,5,4,16,3,2,2,3,2
HH13220023,3552,105.6,3,6,2,15,3,1,4,2,2
HH14220007,5524,115.5,3,6,4,1,3,3,3,3,2
HH17220008,3756,105.6,3,4,2,12,3,1,1,2,2
HH17220009,3469,128.7,1,1,6,1,3,,3,2,2
HH17220011,2834,158.4,1,1,4,1,3,,2,2,2
HH13220048,4766,85.8,2,6,3,4,3,1,4,3,2
HH11220016,2389,105.6,3,4,3,3,3,1,5,1,2
HH18220005,5660,99,1,4,4,3,3,,2,3,2
HH18220007,3908,112.2,3,5,3,15,3,1,5,3,2
HH18220003,3394,99,1,4,4,3,4,3,4,3,2
HH18220008,3449,105.6,1,4,4,3,3,2,2,3,2
HH17220013,4302,105.6,3,5,2,4,3,1,4,2,2
HH13230002,3449,105.6,3,5,2,2,3,,3,3,2
HH11230011,3310,102.3,3,4,2,14,3,,3,1,2
HH17230003,4188,112.2,3,5,2,10,3,2,3,2,2
HH17230004,2882,59.4,2,4,3,3,2,3,2,3,2
HH18230001,2425,105.6,2,5,5,4,3,2,2,2,2
HH18230008,2958,49.5,2,4,3,3,2,3,4,4,2
HH18230076,4192,155.1,3,6,3,4,4,1,5,4,2
HH18230013,2846,92.4,2,6,3,2,3,3,4,2,2
HH18230006,2629,79.2,3,3,3,2,3,2,3,3,2
HH18230020,2926,99,2,4,4,5,3,2,4,4,2
HH18230007,2862,79.2,3,3,2,3,3,3,4,3,2
HH18230077,2697,105.6,3,5,3,6,3,1,2,4,2
HH17230005,2699,115.5,3,5,3,8,3,2,4,4,2
HH17230006,4074,145.2,3,5,3,2,4,2,5,4,2
HH17230007,3583,112.2,3,4,2,8,3,1,4,2,2
HH18230060,3379,125.4,1,5,5,3,4,1,2,3,2
HH18230065,3394,99,1,4,5,3,3,1,2,4,2
HH18230066,3387,66,1,5,4,2,3,1,2,2,2
HH13230004,3198,95.7,2,3,3,2,3,3,2,2,2
HH13230010,3310,102.3,3,4,2,6,3,2,4,3,2
HH13230012,3310,102.3,3,4,2,7,3,3,3,3,2
HH17230008,3646,108.9,3,5,3,10,3,3,5,2,2
HH17230009,3520,108.9,3,5,2,10,3,2,3,3,2
HH17230010,3177,108.9,3,5,2,1,3,2,5,3,2
HH17230011,4982,145.2,3,5,3,8,4,2,1,4,2
HH17230012,2882,59.4,2,4,5,1,3,2,3,2,2
HH17230013,3263,82.5,2,5,3,4,3,3,3,2,2
HH17230014,1709,99,2,5,3,2,3,1,2,3,2
HH17230016,2149,29.7,1,5,4,2,1,4,2,3,2
HH17230019,5286,102.3,2,5,5,4,3,3,4,4,2
HH18230009,3437,191.4,3,5,2,5,4,2,4,3,2
HH18230033,2807,75.9,3,4,2,3,3,3,3,4,2
HH18230012,3228,75.9,3,3,2,3,2,2,3,3,2
HH18230023,2751,42.9,3,3,4,5,2,3,3,1,2
HH18230010,2918,105.6,3,4,2,9,3,3,3,3,2
HH18230015,2560,56.1,3,3,4,3,2,2,4,3,2
HH18230014,2918,112.2,3,5,2,7,3,3,3,3,2
HH18230018,2782,66,2,3,3,1,2,3,3,4,2
HH18230021,2960,85.8,3,3,2,5,3,3,3,4,2
HH18230034,2948,75.9,3,5,2,11,3,2,3,3,2
HH18230042,2827,105.6,3,4,2,7,3,3,3,4,2
HH18230056,2675,108.9,3,6,3,3,3,3,3,3,2
HH18230040,2915,105.6,3,4,2,5,3,,3,2,2
HH18230043,3141,82.5,2,4,3,1,3,1,2,4,2
HH18230016,2916,99,2,6,3,4,2,2,3,3,2
HH18230078,2645,105.6,3,5,3,4,3,1,2,3,2
HH14230006,3262,112.2,3,4,3,14,3,1,3,1,2
HH12230011,3549,198,3,4,3,12,5,2,1,1,2
HH12230022,3539,59.4,3,6,3,4,2,,2,3,2
HH12230023,2724,69.3,3,6,3,5,2,,4,1,2
HH17230021,1982,82.5,3,5,2,6,2,1,4,2,2
HH17230022,2273,72.6,3,5,3,6,2,1,3,3,2
HH17230023,3213,59.4,2,3,4,2,3,,2,3,2
HH18230051,2806,89.1,3,3,4,7,3,1,3,3,2
HH18230069,2563,62.7,3,6,4,15,2,,1,1,2
HH18230019,1967,92.4,2,4,6,1,1,,1,1,2
HH18230022,3710,138.6,1,3,4,1,3,,2,1,2
HH18230024,2735,62.7,3,6,3,12,2,,2,2,2
HH18230002,2824,62.7,1,3,3,1,1,,1,1,2
HH18230029,4690,128.7,3,5,2,9,3,1,2,2,2
HH18230030,610,56.1,3,3,3,15,1,1,3,2,2
HH18230026,2882,59.4,3,6,3,12,2,1,3,3,2
HH18230037,2369,56.1,3,6,3,9,2,,1,1,2
HH18230039,723,56.1,3,6,3,3,2,2,2,1,2
HH18230045,1745,59.4,3,6,4,1,2,,2,1,2
HH18230047,3003,66,3,6,3,2,2,,3,2,2
HH18230027,2383,46.2,3,6,3,4,2,1,4,2,2
HH18230071,1471,59.4,3,6,3,4,2,1,3,1,2
HH18230049,3166,69.3,3,6,3,10,2,1,4,2,2
HH18230062,3921,89.1,3,3,3,12,3,3,2,3,2
HH18230070,3310,102.3,1,3,6,1,3,1,1,1,2
HH18230073,3449,105.6,3,4,3,8,3,1,2,1,2
HH13230001,4982,145.2,3,4,4,21,4,2,2,2,2
HH17230024,3727,99,3,4,3,4,3,2,2,2,2
HH17230025,3677,79.2,3,5,3,3,3,2,4,3,2
HH17230027,3727,102.3,3,4,2,13,3,1,2,2,2
HH17230028,3213,75.9,3,3,2,4,2,2,2,2,2
HH17230029,4001,184.8,3,4,2,12,4,2,3,4,2
HH18230036,3166,69.3,2,4,5,1,3,,1,1,2
HH18230038,3250,79.2,2,6,5,4,3,,2,3,2
HH18230041,3449,105.6,3,5,3,7,3,,3,3,2
HH18230044,3449,105.6,3,4,2,14,3,,3,3,2
HH18230054,3449,105.6,3,5,3,8,3,1,2,4,2
HH18230055,3250,79.2,3,3,2,4,2,1,5,3,2
HH18230046,3394,99,3,5,3,10,3,,3,4,2
HH18230057,1912,49.5,3,3,4,4,2,2,1,3,2
HH18230058,3908,108.9,3,4,3,19,3,1,3,3,2
HH18230025,3449,105.6,3,6,2,9,3,3,3,3,2
HH18230072,3792,108.9,3,6,3,8,3,1,3,4,2
HH18230028,3209,82.5,2,5,5,0,3,1,2,1,2
HH18230074,3449,105.6,3,4,3,14,3,1,2,3,2
HH18230003,3449,105.6,3,5,3,7,3,1,4,3,2
HH18230064,3449,105.6,3,5,3,11,3,1,4,3,2
HH18230031,3250,79.2,3,5,3,6,3,2,3,3,2
HH18230059,3209,82.5,2,5,5,2,4,1,3,4,2
HH18230063,3794,105.6,3,5,3,7,3,1,2,3,2
HH18230048,3449,105.6,3,5,3,8,3,1,3,3,2
HH18230075,3449,105.6,3,5,2,14,3,1,4,4,2
HH18230052,3067,92.4,2,6,4,4,3,1,2,3,2
HH18230061,3445,89.1,2,5,5,0,3,1,3,3,2
HH18230050,3449,105.6,3,4,4,17,3,1,2,3,2
HH18230032,3449,105.6,3,4,2,16,3,1,2,3,2
HH11230027,3213,75.9,3,3,3,6,2,1,3,3,2
HH11230030,3067,92.4,3,6,3,26,3,1,3,1,2
HH14230011,3583,112.2,3,6,3,17,3,1,5,3,2
HH13230041,3744,132,3,6,3,10,4,1,4,4,2
HH17230031,3449,105.6,1,4,6,1,3,1,4,2,2
HH17230035,3583,112.2,2,6,3,3,3,1,4,4,2
HH11230034,2884,201.3,3,6,2,3,4,1,1,1,2
HH17230038,3209,82.5,1,5,6,1,3,1,1,2,2
HH18230053,5393,184.8,3,5,6,19,5,,6,4,2
HH18230068,3555,75.9,1,4,6,1,3,2,4,3,2
HH18230035,3449,105.6,2,6,3,0,3,,4,3,2
HH11230001,13689,102.3,1,4,6,1,4,1,5,2,2
HH11230003,15225,118.8,1,3,4,1,4,1,3,2,2
HH12230001,3364,125.4,1,1,6,1,4,1,4,2,2
HH11230005,14442,85.8,1,3,6,1,3,1,2,3,2
HH18230004,1257,112.2,1,1,6,1,3,,1,1,2
HH18230011,2617,49.5,1,1,6,1,1,2,1,1,2
HH18230067,3106,92.4,2,5,3,1,3,1,5,3,2
HH18240004,4001,184.8,1,3,6,1,3,,2,3,2
HH18240012,4085,214.5,1,3,4,1,5,,2,3,2
HH11240020,2490,102.3,3,4,4,11,3,1,4,2,2
HH11240022,5033,102.3,3,4,4,5,3,2,4,2,2
HH11240023,4289,102.3,3,4,4,6,3,1,4,2,2
HH12240032,3773,102.3,3,4,5,1,3,1,5,3,2
HH12240033,3492,102.3,3,4,4,6,3,3,2,2,2
HH12240034,2148,102.3,3,3,3,11,4,,1,1,2
HH11240026,3310,102.3,3,3,2,4,4,4,2,1,2
HH11240028,4657,105.6,3,4,4,11,3,1,4,2,2
HH11240029,3277,105.6,3,4,4,14,3,1,2,2,2
HH11240031,2382,105.6,3,4,4,19,3,1,4,2,2
HH15240021,2526,105.6,3,4,4,15,3,1,4,3,2
HH14240006,3940,105.6,3,3,4,3,3,3,3,2,2
HH15240024,2676,79.2,1,6,4,3,2,3,2,2,2
HH16240011,2205,59.4,3,5,5,15,2,3,2,2,2
HH12240036,3858,79.2,3,5,4,10,3,,3,3,2
HH11240035,3853,79.2,3,5,4,6,3,1,4,2,2
HH12240037,3551,79.2,3,5,4,7,3,2,2,2,2
HH17240001,4271,49.5,1,4,3,3,2,,3,2,2
HH17240002,1950,75.9,3,5,6,10,3,3,3,2,2
HH17240003,2434,75.9,3,5,3,16,3,3,2,2,2
HH17240007,1498,132,2,6,2,3,3,1,3,1,2
HH17240008,943,59.4,2,6,5,4,1,,1,2,2
HH17240009,4130,151.8,1,1,4,1,3,3,2,2,2
HH17240010,2647,82.5,2,3,5,2,3,,4,3,2
HH14240002,3370,82.5,3,5,6,5,3,3,4,3,2
HH17240011,1630,99,3,5,2,10,3,2,3,3,2
HH17240012,3862,82.5,3,3,3,2,3,3,2,2,2
HH17240013,2212,59.4,2,5,6,12,2,3,2,2,2
HH11240027,3758,75.9,3,6,4,23,3,2,2,3,2
HH17240014,2714,75.9,3,3,4,3,3,2,3,2,2
HH18240019,1263,105.6,3,4,2,9,3,,2,4,2
HH18240006,2148,62.7,3,5,6,3,2,1,2,1,2
