id_hh,전력소비량,주택면적,(더미)주택종류,(더미)준공연도,외벽수,거주층수,방수,(더미)전월년 동월 전기요금 확인,가구원수,(더미)월평균소득,도시여부
HH18370029,2819,62.7,2,4,5,4,2,,1,1,3
HH18370025,3533,82.5,1,4,6,1,3,2,4,3,3
HH18370002,3489,66,1,5,6,1,2,,2,1,3
HH18370005,3371,82.5,2,4,5,2,2,,2,2,3
HH13370026,479,19.8,1,1,6,1,1,,2,1,3
HH12370039,4285,69.3,1,2,6,1,3,,1,1,3
HH12370040,2979,82.5,1,1,6,1,2,,2,2,3
HH12370041,2960,85.8,1,4,6,1,3,,1,2,3
HH12370043,2502,72.6,1,4,6,1,2,,2,2,3
HH12370044,3000,85.8,1,5,6,1,3,,2,3,3
HH12370046,2566,75.9,1,3,6,1,3,,2,1,3
HH18370026,3963,89.1,3,6,2,3,3,,4,3,3
HH18370006,3292,89.1,3,6,2,2,3,1,3,2,3
HH18370008,3498,108.9,3,6,2,18,3,1,3,2,3
HH18370024,3216,105.6,3,4,4,1,3,1,3,3,3
HH18370004,4857,105.6,3,4,2,2,3,2,2,3,3
HH14370002,2911,92.4,1,6,5,1,2,1,1,2,3
HH12370006,2318,75.9,3,4,2,11,3,1,2,3,3
HH12370008,3029,75.9,3,4,3,2,3,3,4,4,3
HH13370003,2757,75.9,3,4,2,12,3,1,3,3,3
HH13370004,3213,75.9,3,4,2,14,3,1,5,3,3
HH11370003,3427,75.9,3,4,2,2,3,1,2,1,3
HH13370005,3213,75.9,3,4,2,2,3,1,3,2,3
HH14370003,3397,75.9,3,4,2,4,3,1,3,3,3
HH13370006,3896,75.9,3,4,2,5,3,1,4,3,3
HH12370009,2832,99,3,4,3,6,3,1,3,4,3
HH12370010,3432,75.9,3,4,3,8,3,1,4,4,3
HH14370004,3394,99,3,4,2,8,3,1,4,4,3
HH16370001,2992,75.9,3,4,2,8,3,1,2,3,3
HH12370011,10872,82.5,2,5,4,2,3,1,4,4,3
HH17370009,4254,75.9,3,4,2,6,3,1,2,2,3
HH17370011,2087,75.9,3,4,2,9,3,1,2,2,3
HH18370019,3487,105.6,2,6,2,2,3,2,4,3,3
HH18370020,28931,92.4,1,2,6,1,4,3,2,2,3
HH18370007,3456,108.9,3,5,2,2,3,1,3,4,3
HH18370010,3718,99,1,3,6,1,2,1,3,2,3
HH11370028,3213,75.9,1,6,6,1,3,,1,1,3
HH16370002,2977,49.5,1,4,6,1,2,,2,1,3
HH11370031,2682,82.5,1,4,6,1,3,,4,2,3
HH11370032,3976,79.2,1,3,6,1,3,,1,1,3
HH17370012,1974,72.6,1,1,6,1,4,,1,2,3
HH18370021,3130,72.6,1,1,6,1,3,,1,2,3
HH18370014,3128,66,1,3,6,1,2,,2,1,3
HH15370005,3116,69.3,1,4,6,1,3,,3,1,3
HH14370014,2169,72.6,2,4,3,1,2,,2,1,3
HH11370057,33099,132,1,4,6,1,4,,1,1,3
HH11370059,14442,85.8,1,4,6,1,4,,1,1,3
HH11370060,28485,72.6,1,4,6,1,3,,1,1,3
HH14370015,3100,59.4,3,5,2,2,3,2,3,2,3
HH14370016,2412,42.9,3,4,3,14,2,,2,1,3
HH15370006,23156,99,1,4,6,1,3,2,4,3,3
HH14370017,3984,82.5,1,6,5,3,3,1,5,3,3
HH14370018,3250,79.2,3,4,2,11,3,3,4,3,3
HH14370019,2525,105.6,3,4,2,15,3,3,4,1,3
HH16370003,2383,46.2,1,2,6,1,3,,2,3,3
HH17370013,13358,99,1,5,6,1,3,,5,1,3
HH18370027,3094,79.2,1,4,6,1,3,1,5,3,3
HH18370028,15460,99,1,2,6,1,3,,2,1,3
HH18370003,3628,108.9,3,5,2,12,3,3,4,4,3
HH13370009,2941,92.4,3,4,2,7,3,3,3,4,3
HH14370005,2655,92.4,3,4,2,11,3,,4,1,3
HH11370004,2301,99,3,4,2,14,3,1,4,2,3
HH13370010,3533,92.4,3,4,2,13,3,1,4,3,3
HH13370011,3615,92.4,3,4,2,5,3,2,4,3,3
HH11370006,2937,75.9,3,4,3,14,2,2,5,2,3
HH11370007,3101,75.9,3,4,4,15,2,1,4,2,3
HH11370008,2742,75.9,3,4,2,6,2,,3,2,3
HH11370009,4535,75.9,3,4,2,2,2,,3,2,3
HH11370010,3151,62.7,3,3,2,2,2,,4,2,3
HH11370013,2918,62.7,3,3,2,2,2,3,1,2,3
HH15370002,2617,49.5,1,5,5,2,2,3,2,2,3
HH11370014,3996,135.3,3,5,4,11,4,3,4,1,3
HH11370015,3901,135.3,3,5,4,4,4,3,5,3,3
HH11370016,4144,135.3,3,5,2,6,4,3,5,3,3
HH13370012,2960,85.8,2,1,6,1,2,,1,1,3
HH12370013,2976,49.5,1,2,6,1,2,,1,1,3
HH12370014,1428,92.4,1,3,6,1,3,3,1,1,3
HH12370015,1654,92.4,1,1,6,1,3,2,1,1,3
HH12370016,3554,82.5,1,3,6,1,3,3,2,1,3
HH14370008,3506,148.5,2,2,5,1,3,,1,1,3
HH14370009,4297,82.5,2,3,5,1,3,,2,4,3
HH13370014,3394,99,1,2,6,1,3,,1,1,3
HH13370015,1485,99,1,3,6,1,3,,1,1,3
HH12370017,3911,69.3,1,3,5,2,2,2,2,1,3
HH11370017,3250,79.2,3,4,3,15,3,,4,2,3
HH11370019,3549,82.5,3,4,2,5,3,1,4,2,3
HH11370020,5161,82.5,3,4,2,7,3,3,3,3,3
HH15370004,4117,79.2,1,3,2,2,3,,3,3,3
HH13370017,2481,49.5,2,4,5,1,1,4,3,2,3
HH11370027,3213,75.9,2,5,5,2,3,2,4,4,3
HH17370014,3505,62.7,3,4,6,3,2,3,3,2,3
HH13370018,2378,79.2,2,5,2,4,3,,2,2,3
HH14370006,3814,99,3,5,3,26,3,3,3,3,3
HH14370007,4032,141.9,3,5,2,4,4,1,2,3,3
HH17370018,3446,72.6,1,5,5,2,2,3,4,2,3
HH14370011,3003,66,1,2,4,2,2,3,1,2,3
HH13370013,2172,66,1,4,3,2,2,,4,1,3
HH14370010,3209,82.5,1,3,6,1,3,2,3,2,3
HH17370019,3395,132,1,3,4,2,4,3,2,4,3
HH17370020,3091,82.5,3,4,2,2,3,,5,2,3
HH13370016,2617,49.5,3,4,3,11,2,,2,1,3
HH11370026,2882,59.4,2,5,5,2,2,3,3,3,3
HH18370015,3155,141.9,3,6,4,14,4,,2,4,3
HH18370011,3131,112.2,3,6,3,10,3,1,4,2,3
HH18370012,3394,99,3,6,4,9,3,2,3,2,3
HH18370013,3142,82.5,2,5,3,4,2,,2,2,3
HH18370016,2135,66,3,5,2,6,2,,2,2,3
HH18370017,3589,92.4,2,6,3,2,2,,4,2,3
HH11370048,2024,33,1,1,4,1,1,,2,1,3
HH11370050,2735,62.7,1,1,6,1,2,,1,1,3
HH11370051,4745,52.8,1,1,6,1,1,,1,1,3
HH11370052,2554,89.1,1,1,6,1,3,,2,1,3
HH11370053,3689,49.5,1,1,6,1,2,1,2,1,3
HH11370054,3769,66,1,1,6,1,2,,2,1,3
HH17370023,4564,46.2,1,1,6,1,1,,2,1,3
HH11370033,2735,62.7,2,2,6,1,2,,2,2,3
HH14370012,2509,66,1,3,6,1,2,,2,1,3
HH11370034,3003,66,1,3,6,1,2,,2,1,3
HH11370035,4274,79.2,2,3,6,1,3,,2,2,3
HH11370036,4193,99,2,3,6,1,4,,2,2,3
HH11370037,2960,85.8,1,3,6,1,3,,2,2,3
HH11370038,3644,46.2,1,4,6,1,2,,1,1,3
HH11370039,2412,42.9,1,1,6,1,2,,2,1,3
HH11370040,3368,72.6,3,4,5,1,3,,1,2,3
HH11370041,3012,72.6,3,4,4,3,3,,1,1,3
HH11370043,2999,72.6,3,4,5,1,3,,2,1,3
HH11370044,2931,72.6,3,4,4,14,3,,2,1,3
HH11370045,2080,72.6,3,4,4,2,3,,2,2,3
HH12370018,3384,105.6,3,4,3,3,3,3,2,3,3
HH11370046,3101,105.6,3,4,4,13,3,,1,3,3
HH14370013,2461,105.6,3,4,2,2,3,,1,1,3
HH11370047,2919,105.6,3,4,4,6,3,,1,3,3
HH18370023,3201,72.6,3,4,5,6,3,,1,1,3
HH14370001,3956,82.5,1,2,6,1,3,,2,2,3
HH12370002,2371,85.8,1,4,6,1,3,,2,1,3
HH11370001,3213,75.9,1,2,6,1,4,,2,1,3
HH11370002,2184,33,1,1,6,1,1,,2,1,3
HH12370003,2184,66,1,5,5,1,2,,2,2,3
HH17370024,5380,99,1,1,6,1,2,,5,2,3
HH17370026,3364,125.4,1,3,6,1,2,,2,3,3
HH18370001,3097,66,1,1,6,1,2,,2,1,3
HH18370018,2818,66,1,1,6,1,2,,1,1,3
HH18370009,3812,181.5,2,5,2,3,4,1,4,4,3
HH12370024,2251,62.7,1,4,6,1,2,,2,1,3
HH12370025,918,42.9,1,1,6,1,2,,1,1,3
HH12370026,3914,42.9,1,1,6,1,2,,2,1,3
HH12370027,3130,72.6,1,5,6,1,3,,2,1,3
HH13370020,2147,56.1,1,1,6,1,3,,1,1,3
HH12370029,2504,49.5,1,1,6,1,2,,2,2,3
HH12370030,2365,33,1,1,6,1,1,,1,1,3
HH12370031,3091,42.9,1,1,6,1,2,,1,1,3
HH17370032,4191,89.1,2,4,6,2,3,2,2,1,3
HH17370033,3684,89.1,2,4,2,2,3,,2,2,3
HH12370019,1780,52.8,1,1,6,1,2,,1,1,3
HH12370020,2882,59.4,1,1,6,1,2,,2,2,3
HH12370021,2224,29.7,1,1,6,1,1,,2,1,3
HH12370022,2960,85.8,1,4,6,1,4,,2,1,3
HH12370023,3373,75.9,1,1,6,1,4,,2,1,3
HH11370061,3104,62.7,1,2,6,1,1,,2,1,3
HH12370032,2601,95.7,1,4,4,2,2,3,1,1,3
HH14370020,3067,92.4,1,4,6,1,3,,1,1,3
HH12370033,2560,56.1,1,1,6,1,2,1,3,2,3
HH14370021,2321,59.4,1,4,5,1,2,,1,1,3
HH11370062,3445,89.1,1,2,5,1,3,,3,1,3
HH11370063,3130,72.6,1,2,6,1,3,,4,2,3
HH11370064,3196,49.5,3,4,4,12,2,,3,2,3
HH14370022,3494,69.3,1,3,6,1,3,,3,2,3
HH12370035,4343,92.4,1,3,6,1,4,,2,1,3
HH13370021,2498,49.5,1,3,6,1,3,,2,1,3
HH14370023,3394,99,1,4,2,1,3,,2,2,3
HH11370065,3368,42.9,1,2,6,1,2,,4,3,3
HH11370066,2915,69.3,3,5,5,1,3,1,4,2,3
HH11370068,2847,69.3,3,5,4,13,3,4,4,2,3
HH13370022,3282,69.3,3,5,2,7,3,3,4,2,3
HH11370069,2848,69.3,3,5,2,8,3,1,5,2,3
HH13370023,3267,82.5,3,5,4,9,3,3,4,2,3
HH11370070,3067,92.4,3,5,5,1,3,1,5,2,3
HH11370071,3166,69.3,3,5,4,4,3,1,4,2,3
HH11370072,3166,69.3,3,5,5,10,3,1,2,1,3
HH11370073,4119,69.3,3,5,4,5,3,3,4,2,3
HH11370074,3541,69.3,3,5,3,15,3,,5,2,3
HH11370075,3478,75.9,3,5,3,1,3,2,3,2,3
HH17370027,4883,69.3,3,5,4,1,3,2,4,2,3
HH18370022,2960,85.8,1,3,6,1,3,3,2,1,3
HH15380008,11127,99,1,1,6,1,2,3,1,1,3
HH16380003,3644,105.6,3,4,4,17,3,3,2,2,3
HH11380067,3786,89.1,1,4,5,1,4,,5,1,3
HH11380068,4272,85.8,1,4,5,1,3,,4,2,3
HH14380010,4133,66,1,4,5,1,3,,5,4,3
HH15380009,2953,42.9,3,3,4,1,2,4,3,2,3
HH15380010,2893,42.9,3,3,5,1,2,,3,1,3
HH15380011,3115,42.9,3,3,4,2,2,,2,2,3
HH15380012,2922,42.9,3,3,4,3,2,3,1,2,3
HH15380013,2900,42.9,3,3,4,4,2,,2,1,3
HH11380071,4360,115.5,3,6,3,11,3,,4,2,3
HH11380070,4136,82.5,1,3,5,1,3,,5,4,3
HH17380001,4395,105.6,3,4,4,11,3,,4,2,3
HH17380002,5492,112.2,3,6,4,13,3,,3,3,3
HH12380018,3739,79.2,3,3,2,3,3,2,2,1,3
HH12380019,4207,79.2,3,3,6,4,3,1,3,1,3
HH11380006,4945,69.3,3,4,4,2,3,,3,3,3
HH11380013,2752,49.5,3,3,2,2,3,,2,1,3
HH11380014,2253,49.5,3,3,2,5,3,3,1,1,3
HH11380016,2915,49.5,3,3,2,5,3,,1,1,3
HH11380018,4986,79.2,3,5,5,1,2,,4,2,3
HH11380019,4645,79.2,3,5,5,1,2,,4,3,3
HH11380021,4802,79.2,3,5,4,13,2,,2,2,3
HH11380023,5045,79.2,3,5,4,2,2,1,3,3,3
HH11380024,4507,79.2,3,5,4,3,2,,3,3,3
HH11380025,3851,79.2,3,5,4,7,2,,3,2,3
HH11380026,4080,79.2,3,5,4,8,2,,3,2,3
HH11380027,4697,79.2,3,5,4,9,2,,4,3,3
HH14380006,3868,99,3,5,4,1,3,,2,2,3
HH12380010,2588,52.8,1,4,6,1,2,,1,1,3
HH12380011,13783,92.4,1,4,5,2,3,,3,2,3
HH14380007,4436,79.2,2,6,4,3,3,,5,2,3
HH11380028,3279,105.6,3,4,4,1,3,1,3,2,3
HH11380029,3267,105.6,3,4,4,10,3,1,3,3,3
HH11380030,3186,105.6,3,4,4,16,3,,4,3,3
HH11380031,3291,105.6,3,4,4,3,3,1,4,3,3
HH11380032,2560,105.6,3,5,4,4,3,,2,2,3
HH14380008,4258,75.9,3,4,4,8,3,,4,3,3
HH17380008,4317,125.4,3,5,5,5,3,2,2,2,3
HH17380012,4712,135.3,3,4,4,2,3,3,5,3,3
HH17380014,3237,72.6,3,4,2,9,3,4,2,2,3
HH17380015,3152,69.3,3,5,2,9,3,,3,2,3
HH17380016,3395,72.6,3,4,2,8,2,,4,2,3
HH17380017,2524,82.5,3,4,2,10,3,2,2,2,3
HH17380018,4856,105.6,3,6,2,9,3,,4,2,3
HH17380019,3131,92.4,1,6,2,2,3,3,4,2,3
HH17380020,3197,75.9,3,5,2,1,3,,3,2,3
HH17380021,2739,99,1,4,6,1,3,3,2,2,3
HH18380001,2128,69.3,3,4,3,1,2,,2,3,3
HH18380007,3554,75.9,3,4,2,15,2,,4,3,3
HH18380011,3037,69.3,3,4,3,2,2,,2,2,3
HH18380014,3333,75.9,3,4,2,15,2,4,4,3,3
HH18380020,2554,46.2,3,3,2,3,2,,1,1,3
HH18380022,3153,46.2,3,3,2,1,2,,3,4,3
HH18380025,2318,49.5,3,3,2,2,3,,2,1,3
HH18380016,2982,75.9,3,4,2,6,3,4,4,2,3
HH18380003,3017,69.3,3,4,2,9,2,,3,3,3
HH18380006,3863,69.3,3,4,2,10,3,,2,3,3
HH18380009,3126,69.3,3,4,2,1,3,3,3,3,3
HH18380015,3479,99,1,3,4,2,3,,4,4,3
HH18380010,2564,69.3,3,4,2,3,3,,1,1,3
HH18380018,3043,69.3,3,4,2,6,3,,3,3,3
HH18380019,3322,99,3,5,2,15,3,,1,2,3
HH18380021,3247,69.3,3,4,2,5,2,,3,3,3
HH18380024,4256,105.6,3,4,2,1,3,,4,3,3
HH11380038,2925,39.6,1,1,6,1,2,1,2,1,3
HH11380039,3183,82.5,1,6,6,1,2,,2,1,3
HH11380041,2184,198,1,1,6,1,3,1,3,2,3
HH13380002,1004,59.4,1,4,6,1,4,,1,1,3
HH11380042,3054,79.2,1,2,6,1,2,1,2,1,3
HH11380043,1812,75.9,1,1,6,1,2,,2,1,3
HH11380044,1118,42.9,1,1,6,1,2,,1,1,3
HH11380046,1133,92.4,1,2,6,1,2,,1,1,3
HH17380022,2582,66,1,5,6,1,1,2,1,3,3
HH17380023,2797,92.4,1,6,6,1,2,,2,1,3
HH18380034,4074,148.5,1,6,4,1,2,3,2,3,3
HH18380035,1733,66,1,5,6,1,2,3,1,1,3
HH18380002,3504,105.6,3,4,2,6,3,1,2,2,3
HH18380008,1115,82.5,1,2,4,1,2,1,2,2,3
HH18380036,444,115.5,1,4,6,1,3,3,3,3,3
HH14380001,3550,92.4,3,4,6,11,3,2,4,2,3
HH14380002,4715,92.4,3,4,6,12,3,2,3,3,3
HH14380003,2524,46.2,3,3,2,3,2,1,4,2,3
HH14380004,2518,46.2,3,3,5,5,2,2,4,2,3
HH14380005,1904,92.4,3,4,2,2,3,1,2,1,3
HH12380003,2096,92.4,3,4,2,5,3,1,4,2,3
HH12380004,2560,92.4,3,4,2,6,3,1,3,3,3
HH12380006,3545,66,1,5,6,1,2,1,1,1,3
HH11380047,2846,59.4,1,2,6,1,2,2,4,2,3
HH12380020,3392,52.8,1,4,6,1,2,,3,1,3
HH15380001,4435,66,1,3,6,1,4,1,6,2,3
HH15380002,2375,112.2,3,6,2,8,3,1,4,2,3
HH15380003,2882,59.4,3,6,4,2,3,2,6,3,3
HH16380001,4547,99,3,4,4,3,3,1,2,2,3
HH11380048,3422,72.6,3,4,4,10,3,2,3,2,3
HH11380049,4371,118.8,3,4,4,8,3,1,4,2,3
HH15380005,3474,89.1,3,5,4,12,3,1,1,1,3
HH11380050,3130,72.6,3,4,4,13,3,1,2,1,3
HH11380051,3329,72.6,3,4,4,13,3,2,3,2,3
HH11380052,3562,72.6,3,4,5,14,3,1,3,2,3
HH15380006,3405,72.6,3,5,4,4,3,1,4,2,3
HH11380054,3865,148.5,3,5,3,4,4,1,3,3,3
HH11380055,3872,112.2,3,5,4,9,3,3,2,2,3
HH12380022,3292,148.5,3,5,2,10,4,1,5,3,3
HH11380060,4163,95.7,2,5,4,3,3,1,4,2,3
HH11380061,2735,75.9,2,5,4,3,3,,5,2,3
HH13380005,3097,59.4,3,5,2,6,2,2,2,1,3
HH13380006,2889,59.4,3,5,4,7,2,1,1,1,3
HH16380002,3962,72.6,3,5,4,9,2,2,4,1,3
HH11380064,3888,59.4,3,5,4,6,2,3,3,2,3
HH11380065,4456,59.4,3,5,4,7,2,2,3,2,3
HH11380066,2280,82.5,3,3,3,8,2,,2,1,3
HH17380025,2224,29.7,1,5,6,1,1,,4,1,3
HH11380056,2964,79.2,3,3,3,17,2,,3,2,3
HH13380003,4024,112.2,3,5,4,1,3,1,5,3,3
HH11380058,3490,112.2,3,5,3,4,3,1,3,1,3
HH18380017,3250,79.2,3,4,2,10,3,1,4,2,3
HH18380005,2736,66,3,6,2,7,2,2,3,3,3
HH18380037,3583,112.2,3,5,2,10,3,2,2,3,3
HH18380028,3213,75.9,3,4,5,6,3,3,3,2,3
HH18380012,3473,75.9,3,4,2,4,3,,2,1,3
HH18380038,2920,72.6,3,4,6,8,3,1,2,1,3
HH18380039,3130,72.6,3,6,3,4,2,1,2,2,3
HH18380004,3096,59.4,2,5,4,4,2,2,1,1,3
HH18380040,4245,89.1,3,4,6,13,3,4,2,3,3
HH18380041,3209,82.5,3,6,3,2,3,2,3,2,3
HH18380029,4153,66,3,5,6,4,2,,3,1,3
HH18380030,3061,66,1,3,6,1,2,2,2,1,3
HH18380032,3104,72.6,1,6,6,1,2,2,2,3,3
HH11380076,4537,108.9,1,4,6,1,4,,6,1,3
HH11380077,1419,112.2,1,4,6,1,3,3,2,1,3
HH12380032,3001,105.6,1,4,5,1,4,,3,1,3
HH12380033,2249,82.5,1,1,5,2,3,3,1,1,3
HH11380078,8899,105.6,1,5,6,1,3,,4,2,3
HH12380034,2185,85.8,1,1,6,1,3,3,2,1,3
HH15380017,2315,72.6,1,5,6,1,2,3,2,1,3
HH12380035,13455,99,1,4,5,2,3,,5,2,3
HH15380018,2487,49.5,1,1,6,1,3,3,1,1,3
HH12380036,3309,105.6,1,5,5,1,3,,4,1,3
HH17380027,2637,82.5,1,3,6,1,2,,2,1,3
HH17380028,3406,66,3,3,2,4,2,2,5,2,3
HH18380023,4431,99,2,5,5,2,2,,2,1,3
HH12380030,2819,66,1,4,4,1,2,2,2,1,3
HH11380074,3074,128.7,1,4,4,1,5,2,3,2,3
HH15380016,2712,46.2,1,4,5,1,2,2,2,1,3
HH17380029,3832,92.4,1,5,5,2,3,2,4,2,3
HH17380030,3597,105.6,3,4,2,11,3,2,4,2,3
HH17380031,1304,82.5,1,3,6,1,3,,1,1,3
HH17380032,3723,99,1,1,5,1,2,2,1,1,3
HH15380014,3493,115.5,1,3,5,2,4,2,4,1,3
HH14380012,3295,115.5,1,2,4,1,3,,4,2,3
HH16380004,2773,42.9,1,3,5,1,2,2,3,2,3
HH18380027,2396,36.3,2,6,3,4,2,,1,1,3
HH12380039,2601,125.4,3,5,4,4,4,2,2,2,3
HH12380040,2031,49.5,1,4,6,1,2,,2,2,3
HH14380014,3309,52.8,1,4,6,1,3,2,1,1,3
HH11380081,527,72.6,1,5,5,1,3,,3,2,3
HH12380041,2562,92.4,1,3,6,1,2,,1,1,3
HH12380043,11779,92.4,1,3,6,1,3,3,1,1,3
HH11380082,2567,62.7,2,2,5,1,2,,1,1,3
HH12380044,2214,42.9,1,2,5,1,2,2,1,1,3
HH14380016,3629,82.5,2,4,5,1,4,2,2,2,3
HH14380017,3198,82.5,1,3,6,1,4,2,2,1,3
HH12380046,1450,95.7,1,3,6,1,4,,1,1,3
HH18380026,1454,66,1,1,6,1,3,3,1,1,3
HH18380042,2654,69.3,1,4,6,1,3,1,1,2,3
HH18380033,1546,42.9,2,4,4,1,1,3,1,1,3
HH18380013,1149,56.1,1,2,6,1,2,,1,1,3
HH12380026,3841,85.8,3,4,2,3,3,1,4,2,3
HH14380011,2874,59.4,1,5,6,1,1,1,1,1,3
HH13380008,3337,49.5,1,1,6,1,2,,3,1,3
HH12380027,8605,105.6,1,3,6,1,2,2,2,1,3
HH18380031,3089,118.8,1,1,6,1,3,2,1,1,3
HH11380035,3139,42.9,1,1,6,1,2,2,2,1,3
HH12380013,2674,49.5,1,1,6,1,1,2,1,1,3
HH12380014,2306,49.5,1,1,6,1,2,2,2,2,3
HH12380015,2674,42.9,1,2,6,1,2,,2,1,3
HH11380036,3772,42.9,1,1,6,1,2,1,2,2,3
HH12380017,3244,75.9,1,3,6,1,2,3,2,1,3
HH13380001,3210,49.5,1,2,6,1,3,3,2,1,3
HH17380034,2367,42.9,1,1,6,1,2,,1,1,3
HH12380048,2283,89.1,1,1,6,1,2,,1,1,3
HH12380049,2940,75.9,1,1,6,1,3,,1,1,3
HH12380050,2841,82.5,1,1,6,1,2,1,2,1,3
HH11380084,3030,115.5,1,4,6,1,3,1,5,2,3
HH11380085,3635,72.6,1,1,6,1,3,1,2,1,3
HH12380051,2952,85.8,1,1,6,1,3,,1,1,3
HH11380086,4435,62.7,1,1,6,1,2,,2,1,3
HH12380052,4246,75.9,1,5,6,1,3,,2,1,3
HH11380087,3122,135.3,1,5,6,1,3,3,2,1,3
HH11380088,4247,79.2,1,2,6,1,3,2,4,2,3
HH12380053,8968,49.5,1,2,6,1,2,2,2,2,3
HH12380054,3602,85.8,1,5,6,1,3,,2,1,3
HH12380055,4249,108.9,1,3,4,1,3,1,5,2,3
HH12380056,2678,33,1,1,5,2,1,,1,1,3
HH12380057,3544,85.8,1,5,5,1,3,1,4,3,3
HH12380058,2317,39.6,1,2,6,1,2,2,2,1,3
HH12380059,1655,85.8,2,5,5,2,3,,1,1,3
HH12380060,1929,85.8,1,4,6,1,3,1,2,1,3
HH12380061,3078,82.5,1,5,6,1,3,2,2,2,3
HH14390001,5354,108.9,2,6,4,4,3,1,5,4,3
HH13390001,2930,79.2,2,4,4,2,3,1,4,2,3
HH15390002,3395,132,3,5,5,10,4,1,5,4,3
HH15390003,3836,171.6,3,5,5,3,4,1,3,3,3
HH13390004,3449,105.6,3,5,2,5,3,1,4,3,3
HH13390010,5839,122.1,3,4,5,1,3,1,4,1,3
HH17390001,3559,132,2,4,2,2,4,1,2,2,3
HH13390013,2561,118.8,3,6,3,5,3,1,3,4,3
HH13390016,3756,132,1,2,5,2,3,,2,1,3
HH17390002,2972,118.8,1,1,6,1,3,,2,1,3
HH17390003,2250,85.8,3,4,4,2,2,1,2,2,3
HH17390004,3250,79.2,3,5,3,9,3,3,2,1,3
HH17390005,3924,171.6,2,5,3,4,3,1,4,4,3
HH17390006,4233,82.5,1,5,6,1,2,,1,1,3
HH17390007,3967,59.4,1,1,6,1,2,,1,1,3
HH17390008,3050,115.5,1,6,4,2,3,1,2,2,3
HH17390009,2700,99,1,4,6,1,3,1,3,1,3
HH17390010,2896,99,1,4,6,1,3,1,2,2,3
HH17390012,2007,66,2,3,4,3,3,1,1,1,3
HH17390013,4749,108.9,3,4,2,7,3,3,4,2,3
HH17390014,2745,62.7,2,5,5,3,3,1,5,2,3
HH17390015,3682,112.2,3,5,2,14,3,1,4,1,3
HH17390016,4124,89.1,2,5,6,2,3,1,1,2,3
HH17390017,4944,89.1,2,5,6,3,3,1,3,2,3
HH17390018,3855,125.4,3,5,4,2,3,,4,3,3
HH17390019,3896,99,1,3,6,1,3,1,2,2,3
HH17390020,4073,66,1,1,6,1,3,1,4,3,3
HH17390021,3622,92.4,1,4,6,1,3,1,2,2,3
HH17390022,5755,118.8,3,6,5,4,3,1,2,4,3
HH17390023,2740,89.1,3,4,4,4,3,2,2,2,3
HH17390024,4189,66,1,4,4,2,3,,5,3,3
HH18390001,3514,82.5,1,5,4,2,3,1,1,2,3
HH18390003,2439,132,1,3,3,1,3,,3,2,3
HH18390005,3055,82.5,1,5,4,2,3,,2,2,3
HH18390006,5123,59.4,1,3,4,1,2,1,3,2,3
HH18390009,1948,82.5,1,4,4,3,3,1,2,1,3
HH18390002,6247,141.9,2,4,4,1,4,1,2,1,3
HH18390004,4011,82.5,2,4,2,4,3,1,2,2,3
HH18390007,4000,82.5,3,4,4,3,3,2,5,3,3
HH18390008,4564,112.2,3,6,4,5,3,,4,2,3
